Date,Close,High,Low,Open,Volume
2023-01-03,31.29990005493164,31.29990005493164,30.549999237060547,31.09000015258789,1514
2023-01-04,33.264801025390625,33.264801025390625,31.600000381469727,31.850000381469727,5324
2023-01-05,32.012699127197266,32.5099983215332,32.012699127197266,32.5099983215332,1537
2023-01-06,33.150001525878906,34.43479919433594,33.150001525878906,33.45000076293945,1666
2023-01-09,34.253700256347656,35.06999969482422,34.16999816894531,34.400001525878906,2779
2023-01-10,34.769100189208984,34.769100189208984,34.769100189208984,34.769100189208984,66
2023-01-11,34.900001525878906,35.869998931884766,34.900001525878906,35.810001373291016,2255
2023-01-12,35.98640060424805,35.98640060424805,35.459999084472656,35.47999954223633,470
2023-01-13,36.49959945678711,36.49959945678711,36.439998626708984,36.439998626708984,272
2023-01-17,36.067100524902344,36.5,36.067100524902344,36.310001373291016,8919
2023-01-18,35.057098388671875,35.10969924926758,35.04999923706055,35.08000183105469,3245
2023-01-19,34.004600524902344,34.004600524902344,33.630001068115234,33.630001068115234,513
2023-01-20,35.092201232910156,35.092201232910156,34.849998474121094,34.849998474121094,414
2023-01-23,35.97999954223633,35.97999954223633,35.97999954223633,35.97999954223633,29
2023-01-24,35.29130172729492,35.29130172729492,30.350000381469727,32.31999969482422,1438
2023-01-25,35.16469955444336,35.16469955444336,34.7599983215332,34.7599983215332,230
2023-01-26,35.573001861572266,35.573001861572266,35.399898529052734,35.400001525878906,357
2023-01-27,36.29410171508789,36.29410171508789,35.540000915527344,35.650001525878906,1743
2023-01-30,35.21879959106445,35.21879959106445,34.91999816894531,35.0,668
2023-01-31,35.5276985168457,35.5276985168457,35.09000015258789,35.09000015258789,1689
2023-02-01,36.53179931640625,36.79999923706055,35.20000076293945,35.2400016784668,1098
2023-02-02,36.41130065917969,37.27000045776367,36.41130065917969,37.27000045776367,299
2023-02-03,35.57310104370117,36.5,35.20000076293945,35.9900016784668,1426
2023-02-06,34.50450134277344,34.50450134277344,34.43000030517578,34.43000030517578,555
2023-02-07,34.15999984741211,34.33660125732422,33.59000015258789,33.959999084472656,3429
2023-02-08,32.790000915527344,32.9473991394043,32.54990005493164,32.9473991394043,718
2023-02-09,32.50510025024414,33.58000183105469,32.50510025024414,33.58000183105469,1137
2023-02-10,32.380001068115234,32.56489944458008,32.380001068115234,32.56489944458008,1927
2023-02-13,34.08549880981445,34.27009963989258,33.97999954223633,34.02000045776367,1892
2023-02-14,34.56999969482422,34.56999969482422,34.56999969482422,34.56999969482422,56
2023-02-15,35.269100189208984,35.310001373291016,34.34000015258789,34.34000015258789,1280
2023-02-16,33.650001525878906,34.66999816894531,33.650001525878906,34.36790084838867,682
2023-02-17,33.75,33.84000015258789,33.75,33.84000015258789,224
2023-02-21,31.75,33.22999954223633,31.75,33.060001373291016,2161
2023-02-22,31.11720085144043,31.610000610351562,31.11720085144043,31.610000610351562,212
2023-02-23,31.100000381469727,31.100000381469727,31.100000381469727,31.100000381469727,132
2023-02-24,30.18000030517578,30.18000030517578,30.18000030517578,30.18000030517578,192
2023-02-27,30.329999923706055,30.329999923706055,30.329999923706055,30.329999923706055,29
2023-02-28,30.741300582885742,31.440000534057617,30.741300582885742,31.440000534057617,995
2023-03-01,30.350000381469727,30.350000381469727,30.350000381469727,30.350000381469727,257
2023-03-02,30.987600326538086,30.987600326538086,30.987600326538086,30.987600326538086,3
2023-03-03,31.8700008392334,31.88990020751953,31.760000228881836,31.760000228881836,5343
2023-03-06,31.270000457763672,32.175201416015625,31.270000457763672,31.93000030517578,513
2023-03-07,31.035999298095703,31.035999298095703,31.035999298095703,31.035999298095703,53
2023-03-08,31.200000762939453,31.200000762939453,31.200000762939453,31.200000762939453,240
2023-03-09,30.2549991607666,30.469999313354492,30.2549991607666,30.459999084472656,589
2023-03-10,30.2549991607666,30.2549991607666,30.2549991607666,30.2549991607666,6
2023-03-13,29.6299991607666,29.709999084472656,29.6299991607666,29.709999084472656,108
2023-03-14,30.51289939880371,30.51289939880371,30.239999771118164,30.239999771118164,250
2023-03-15,30.016399383544922,30.016399383544922,30.016399383544922,30.016399383544922,76
2023-03-16,31.59280014038086,31.59280014038086,31.59280014038086,31.59280014038086,852
2023-03-17,31.385000228881836,31.385000228881836,31.073999404907227,31.229999542236328,405
2023-03-20,31.825000762939453,31.825000762939453,31.825000762939453,31.825000762939453,308
2023-03-21,35.310001373291016,35.310001373291016,33.05500030517578,33.4099006652832,6182
2023-03-22,30.6299991607666,33.72999954223633,30.6299991607666,33.72999954223633,10574
2023-03-23,31.513700485229492,31.513700485229492,31.513700485229492,31.513700485229492,350
2023-03-24,31.239999771118164,31.239999771118164,31.209999084472656,31.209999084472656,780
2023-03-27,29.920000076293945,29.920000076293945,29.920000076293945,29.920000076293945,842
2023-03-28,29.8799991607666,29.93000030517578,29.76099967956543,29.93000030517578,1576
2023-03-29,31.1299991607666,31.1299991607666,31.020000457763672,31.020000457763672,285
2023-03-30,30.98740005493164,31.364999771118164,30.912099838256836,31.364999771118164,293
2023-03-31,32.237701416015625,32.237701416015625,31.520000457763672,31.520000457763672,697
2023-04-03,31.695999145507812,31.695999145507812,31.549999237060547,31.549999237060547,211
2023-04-04,32.77299880981445,32.77299880981445,32.70000076293945,32.70000076293945,815
2023-04-05,31.329999923706055,31.329999923706055,31.329999923706055,31.329999923706055,91
2023-04-06,30.941299438476562,30.941299438476562,30.941299438476562,30.941299438476562,209
2023-04-10,31.684999465942383,31.684999465942383,30.959999084472656,31.0,1538
2023-04-11,32.46659851074219,32.72999954223633,32.46659851074219,32.54999923706055,2747
2023-04-12,32.54999923706055,33.06999969482422,32.54999923706055,33.06999969482422,1375
2023-04-13,34.15999984741211,34.15999984741211,33.85049819946289,33.85049819946289,2705
2023-04-14,33.7400016784668,34.540000915527344,33.5099983215332,33.529998779296875,1362
2023-04-17,33.88819885253906,33.88819885253906,33.88819885253906,33.88819885253906,15
2023-04-18,33.959999084472656,34.08000183105469,33.959999084472656,34.0099983215332,2218
2023-04-19,33.59960174560547,33.689998626708984,33.59960174560547,33.689998626708984,776
2023-04-20,32.917598724365234,32.917598724365234,32.917598724365234,32.917598724365234,2
2023-04-21,33.58700180053711,33.58700180053711,33.34000015258789,33.349998474121094,2008
2023-04-24,34.332000732421875,34.332000732421875,33.48099899291992,33.48099899291992,1292
2023-04-25,33.000099182128906,33.000099182128906,32.63999938964844,32.709999084472656,357
2023-04-26,32.5,32.59000015258789,32.5,32.540000915527344,649
2023-04-27,33.47999954223633,33.47999954223633,32.80500030517578,32.900001525878906,1462
2023-04-28,34.040000915527344,34.08000183105469,33.24100112915039,33.24100112915039,1474
2023-05-01,34.70000076293945,34.73149871826172,34.70000076293945,34.73149871826172,1488
2023-05-02,34.41299819946289,34.479698181152344,34.41299819946289,34.479698181152344,544
2023-05-03,34.02170181274414,34.66999816894531,32.560001373291016,32.560001373291016,2994
2023-05-04,32.34000015258789,32.54999923706055,32.34000015258789,32.38999938964844,1699
2023-05-05,33.95000076293945,33.95000076293945,33.709999084472656,33.720001220703125,426
2023-05-08,34.014198303222656,34.014198303222656,33.779998779296875,33.900001525878906,504
2023-05-09,33.02000045776367,33.099998474121094,33.02000045776367,33.099998474121094,189
2023-05-10,32.189998626708984,33.380001068115234,32.15999984741211,33.380001068115234,559
2023-05-11,31.53689956665039,31.53689956665039,31.53689956665039,31.53689956665039,190
2023-05-12,30.440000534057617,30.440000534057617,30.139999389648438,30.139999389648438,434
2023-05-15,30.360000610351562,30.360000610351562,30.07990074157715,30.07990074157715,1187
2023-05-16,28.549999237060547,28.829999923706055,28.549999237060547,28.799999237060547,1499
2023-05-17,28.790000915527344,28.790000915527344,28.5,28.5,1311
2023-05-18,29.800899505615234,29.800899505615234,29.049999237060547,29.049999237060547,241
2023-05-19,27.780000686645508,27.790000915527344,27.239999771118164,27.239999771118164,14216
2023-05-22,26.140499114990234,26.6299991607666,25.961000442504883,26.329999923706055,1083
2023-05-23,24.719999313354492,25.520000457763672,24.719999313354492,25.520000457763672,2346
2023-05-24,24.76140022277832,24.76140022277832,24.31999969482422,24.510000228881836,351
2023-05-25,24.374300003051758,24.770000457763672,24.374300003051758,24.739999771118164,5450
2023-05-26,24.5674991607666,24.58989906311035,24.110000610351562,24.58989906311035,2363
2023-05-30,23.788799285888672,24.68000030517578,23.788799285888672,24.68000030517578,2842
2023-05-31,23.110000610351562,23.43000030517578,23.110000610351562,23.34000015258789,3053
2023-06-01,22.360000610351562,22.799999237060547,22.350000381469727,22.350000381469727,2831
2023-06-02,24.443700790405273,24.579999923706055,23.860000610351562,23.8700008392334,5760
2023-06-05,23.22949981689453,24.559999465942383,23.22949981689453,24.559999465942383,6102
2023-06-06,23.668100357055664,23.668100357055664,23.668100357055664,23.668100357055664,640
2023-06-07,24.100000381469727,24.329999923706055,23.43000030517578,23.43000030517578,3050
2023-06-08,23.709999084472656,23.709999084472656,23.53969955444336,23.59000015258789,2514
2023-06-09,23.6200008392334,23.6200008392334,23.31999969482422,23.570100784301758,3309
2023-06-12,23.549999237060547,23.549999237060547,23.450000762939453,23.450000762939453,3248
2023-06-13,23.469999313354492,23.469999313354492,23.260000228881836,23.3700008392334,3055
2023-06-14,23.43000030517578,23.469999313354492,23.370100021362305,23.469999313354492,5367
2023-06-15,23.43000030517578,23.43000030517578,23.3799991607666,23.3799991607666,25245
2023-06-16,20.600000381469727,21.700000762939453,19.770000457763672,21.1200008392334,8507
2023-06-20,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
2023-06-21,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
2023-06-22,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
2023-06-23,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
2023-06-26,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
2023-06-27,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,0
