Date,Close,High,Low,Open,Volume
2023-01-03,113.33109283447266,114.03732244791414,112.08087426667542,113.14022232745921,8124800
2023-01-04,115.67880249023438,116.65226073348519,114.07546592597515,114.48584395376892,8550700
2023-01-05,115.11573791503906,116.75724286416938,114.60037891611475,114.79124938331267,6046700
2023-01-06,118.84732055664062,119.63944690888431,116.21326561536547,116.43277322765604,10080700
2023-01-09,119.15271759033203,120.83240553634445,118.86641186124824,119.2958740954951,9397900
2023-01-10,120.09754943847656,120.56519454856051,118.6946359519536,119.4963008013953,5899900
2023-01-11,122.1017074584961,122.40709730386544,120.25977899077306,120.55563040932837,6989200
2023-01-12,122.05398559570312,122.59798173356901,120.68924060013858,122.4930007891993,8366400
2023-01-13,122.9701919555664,123.33284150771114,120.8801259264928,120.8801259264928,4856500
2023-01-17,122.29258728027344,123.16106474869825,121.99673583910307,122.15897648224538,6172200
2023-01-18,120.6606216430664,122.72205060316158,120.25024353657285,121.96810707102088,6828800
2023-01-19,118.84732055664062,119.71579801587602,117.96930466996301,119.0954580137425,5273500
2023-01-20,120.84195709228516,120.86104122931725,118.37968838431244,118.99048270673694,5673200
2023-01-23,122.43572998046875,122.87474518629723,120.76559509413002,121.10916777967456,5581600
2023-01-24,121.04236602783203,122.16851207616476,114.9535000250275,121.02327461070375,5486200
2023-01-25,121.03280639648438,121.21413843213269,119.1336183602549,120.11661507325948,5933700
2023-01-26,121.71041107177734,123.10379317021093,120.25977656988658,122.59797987205982,5838800
2023-01-27,121.71041107177734,122.71249924145755,120.91828478764855,121.2714031661888,5730000
2023-01-30,120.60335540771484,121.739047139353,120.45065319905373,120.72742049132043,6494600
2023-01-31,121.51954650878906,122.01581412319909,120.25978241548755,120.65106908201895,7686900
2023-02-01,123.59052276611328,124.2776681503522,120.4602002656846,122.06353706849468,6387900
2023-02-02,123.17059326171875,125.31791884734838,122.02535586187966,124.49716270767505,5214500
2023-02-03,121.7867660522461,123.51416788728466,120.67015847759383,121.00418545104853,4930200
2023-02-06,119.9925765991211,120.34568775998208,118.64691551653615,119.7921531041141,4666400
2023-02-07,119.6108169555664,120.18343569500007,117.62573186303688,118.30333155417831,5288900
2023-02-08,117.30123901367188,118.43693067187534,116.24189117362043,117.74978533981586,5877800
2023-02-09,116.60455322265625,119.3149518419603,115.95558341108118,119.01910042004467,5929000
2023-02-10,116.65226745605469,117.04355409231952,115.03938509180722,115.96512213445243,5195500
2023-02-13,119.43902587890625,119.98301475202665,116.87177643986406,117.21534912617611,5689800
2023-02-14,120.44110870361328,120.59381091381218,118.0933668311212,118.29378302107565,4845900
2023-02-15,121.6626968383789,121.68178097282438,119.20042846413669,119.20042846413669,5687900
2023-02-16,118.70414733886719,121.40500729819274,118.44647149060152,119.7062354536319,4722200
2023-02-17,119.14315795898438,119.19087921554295,117.80705015024178,118.06472600443028,5161500
2023-02-21,115.57384490966797,118.34151072975757,115.45932552702149,117.65436530890857,5110300
2023-02-22,114.42859649658203,115.86014689325009,114.18045905574517,115.57383390141973,5022000
2023-02-23,114.48585510253906,115.2493515527236,113.14020152861,115.2493515527236,4101900
2023-02-24,112.65348052978516,113.32153451121593,111.98541926711208,112.58667513164208,4693000
2023-02-27,113.12110900878906,114.35224320004576,112.92069283085077,113.81780005887697,4239800
2023-02-28,113.36925506591797,114.90578649486395,112.47214776967212,113.32153380415254,8414100
2023-03-01,113.16883087158203,114.32361396848694,112.45305568316019,112.56757505331296,4120500
2023-03-02,114.12319946289062,114.48585627576172,112.18583575615285,112.18583575615285,4443200
2023-03-03,115.75025939941406,115.84596676740978,113.9126443446774,114.9750129240393,3871800
2023-03-06,115.01329040527344,116.75519068510901,114.81230275398514,115.93209422630723,5183800
2023-03-07,114.45818328857422,115.8268198137404,114.11363822745923,115.04200772041459,5345700
2023-03-08,114.71659851074219,114.88887468824521,113.63509141430892,114.1519126448141,4175200
2023-03-09,112.81198120117188,116.63076081864614,112.5057132897805,114.92714510515647,5635900
2023-03-10,112.44829559326172,113.88392795735002,111.63477204734578,113.73079763555592,5979600
2023-03-13,111.84532928466797,113.21396572292069,110.82124518765396,110.8499566657566,6038200
2023-03-14,113.89350128173828,114.36247247774908,112.19945829908487,113.89350128173828,6050800
2023-03-15,113.09912109375,113.53938082941833,110.84039215284002,111.32850922364793,6599200
2023-03-16,115.47269439697266,115.62582471406134,111.6060571389357,111.84532919226469,5658700
2023-03-17,115.22384643554688,116.50634840524756,113.57765358291786,115.97037405429646,12868900
2023-03-20,115.99909210205078,117.41558591422141,114.66874002877078,115.79810444731105,7594100
2023-03-21,120.21986389160156,120.65055071276582,117.69315132289475,118.20040696177844,15078800
2023-03-22,114.3720474243164,119.88487786355586,114.20934417209331,118.35353810321267,17625500
2023-03-23,115.77896881103516,117.98026744362332,114.34333641073697,115.30042467760244,7628100
2023-03-24,115.53011322021484,115.80766966838773,114.19976123545726,115.07071498337946,6158800
2023-03-27,112.75455474853516,115.87466422113846,112.56314003571423,115.82680689193161,6564200
2023-03-28,112.81198120117188,113.35752114652534,111.83574721348482,112.88854270251747,4461400
2023-03-29,115.31956481933594,115.39613363422137,113.40538825922478,113.54895296163393,5644000
2023-03-30,114.94629669189453,116.2287987364309,114.21890758159039,115.83638905126557,4578900
2023-03-31,117.37730407714844,117.44429996352793,115.42484314294099,115.73111109524781,5659400
2023-04-03,116.44892120361328,117.57828558781301,115.63539768240241,117.2433061734325,4838400
2023-04-04,118.38224792480469,118.6310856122477,116.15223055084732,116.17136910295685,5895300
2023-04-05,115.71197509765625,118.03769992189962,115.38656128376823,117.72185903542116,4331400
2023-04-06,115.06114196777344,115.31955256304248,112.79284035639792,114.38161023739588,4256900
2023-04-10,116.67862701416016,116.67862701416016,114.01791566059717,114.18062620558015,3731200
2023-04-11,118.00897216796875,118.75549975887607,116.80303905080908,116.80303905080908,4471000
2023-04-12,118.35353088378906,119.50203380848816,117.93240973713108,119.40632644843049,4524900
2023-04-13,121.00466918945312,121.23436832764429,119.11920414604094,119.2914803251853,5355300
2023-04-14,120.54524993896484,122.0191665706958,120.10499026486387,121.55019542032785,4828700
2023-04-17,120.77496337890625,121.05251983563845,119.76044491243597,120.62182576056978,3917900
2023-04-18,120.79409790039062,121.81818195733985,119.65516063352065,121.77033192970868,3857700
2023-04-19,120.27727508544922,120.66968476136307,119.55945891907342,120.59311595113545,3547400
2023-04-20,119.10962677001953,119.97100763356802,118.40138352754795,119.44461349062438,3891600
2023-04-21,120.14330291748047,120.28686763457601,118.31526791261204,119.06179567910307,3651400
2023-04-24,121.6363525390625,121.67463694856106,119.77960614141188,120.12415852489436,3790900
2023-04-25,119.31062316894531,121.3300726318415,118.72679876002141,121.10037349944638,4383300
2023-04-26,118.52580261230469,119.61688990971594,117.9994084682768,118.87992788527173,4003200
2023-04-27,120.30599212646484,120.60269445431484,117.85584850192073,119.10006616863677,4252100
2023-04-28,121.28221893310547,121.61719834563465,119.59774164181135,119.779590738043,4421400
2023-05-01,122.43072509765625,123.15810689779724,121.41621390661494,121.47363686399352,4112600
2023-05-02,121.79905700683594,122.10532496548599,119.79873869721203,121.69377671148709,3831600
2023-05-03,121.30136108398438,122.87099251013471,118.36310048917298,120.10500078801876,4560100
2023-05-04,118.36309814453125,119.81787632473,117.54957461979038,119.57860427027659,6177100
2023-05-05,121.15779113769531,121.57891228026713,119.84658498342051,120.52611672584104,4887800
2023-05-08,121.43534851074219,122.21059492016956,120.57397497005056,121.79904670099319,3892600
2023-05-09,119.73173522949219,120.26770959970152,118.84164289007711,119.89443847491125,4082100
2023-05-10,118.20996856689453,121.03337590632208,116.927466549952,120.87067266075586,5052600
2023-05-11,116.97532653808594,118.54495067660945,116.66905859159364,118.15254099097665,5923100
2023-05-12,115.05156707763672,115.99908231345465,113.922202754398,115.79809467567529,6574200
2023-05-15,114.6878890991211,114.84101942521563,112.94598874052208,114.67831617186393,5518200
2023-05-16,111.48165893554688,112.78329242874993,111.13710653081506,112.4578858809504,8306400
2023-05-17,111.96018981933594,112.10374721923523,110.30442388779142,111.38593101172249,7765400
2023-05-18,113.76908111572266,114.03706465318452,111.83575879202714,112.3908717207717,5970500
2023-05-19,109.83543395996094,110.53410419375886,108.24666418644291,109.64401195604158,11674300
2023-05-22,105.45199584960938,108.00742001960604,105.29885820697055,108.00742001960604,12710300
2023-05-23,104.11206817626953,106.2942284172673,103.54738956215367,105.05958358575445,11790400
2023-05-24,103.6430892944336,104.41832845394835,102.5998592865149,104.32262108766322,8503200
2023-05-25,102.86785125732422,104.29391074594338,102.81042099532331,103.70051338529454,6729800
2023-05-26,102.89655303955078,103.79621097006134,102.40843601956945,102.40843601956945,7911200
2023-05-30,101.94903564453125,104.20776446473637,101.7097635856282,103.74836620076461,9335200
2023-05-31,100.74311065673828,101.61405716215765,100.33156241953904,101.16422451893942,21465200
2023-06-01,99.18306732177734,100.11144422928547,98.4843968855323,99.70946885758245,12025200
2023-06-02,103.49452209472656,104.10907425396545,101.9101268329852,103.35048482983377,11838200
2023-06-05,101.01709747314453,103.59053720612471,100.9978959246619,103.59053720612471,7434000
2023-06-06,101.96774291992188,102.50547421079344,101.0171013972233,101.29557148029305,7896300
2023-06-07,102.83195495605469,103.93623088426976,101.22835814628509,101.82370875501974,11123900
2023-06-08,101.97734069824219,103.24485541075455,101.46841539090578,102.8991762401052,9137600
2023-06-09,101.6508560180664,102.05415446085082,101.16113229409167,101.69887087717647,5795200
2023-06-12,102.58229064941406,102.60149219781705,100.44095536354652,102.06376093006445,7964600
2023-06-13,102.5342788696289,103.20645030055177,102.06376399621043,102.87996535958025,8460500
2023-06-14,108.37252807617188,108.89105779496207,103.20644708873044,103.20644708873044,17415500
2023-06-15,107.9404296875,108.33412372272515,105.77989273451759,107.38348951470395,10374200
2023-06-16,109.07349395751953,110.19697863477815,108.56456869548175,109.46719528160989,14445500
2023-06-20,105.18453979492188,108.33412131075828,104.62759963452562,106.98018865990733,10602400
2023-06-21,105.60704040527344,105.97192842191919,104.38753332741521,104.79083176571402,8377800
2023-06-22,106.06796264648438,106.82655207517668,105.4150000576125,106.41364915388947,6002900
2023-06-23,105.16533660888672,105.90472449224785,103.03361290129362,103.46571737522905,14329200
2023-06-26,107.29708099365234,107.7483943998543,105.30938697934626,105.30938697934626,6887100
2023-06-27,109.09271240234375,109.6400481337302,107.95963051487222,108.05565291359908,7138600
2023-06-28,108.5357666015625,109.22713955818494,107.66195329463733,108.83343821998199,6766000
2023-06-29,108.86225891113281,109.72646783945513,108.13247548233396,109.08310969911223,12465500
2023-06-30,105.98152923583984,107.7867750355876,105.4341935665626,107.15301408903574,19629600
2023-07-03,104.77164459228516,106.87456967856258,104.77164459228516,106.64410711702543,5734200
2023-07-05,102.841552734375,104.57958958444058,102.30382146197768,104.30111951093792,10405300
2023-07-06,100.92108154296875,101.87171576359104,99.54793996827453,101.10352923241611,9923500
2023-07-07,100.3065185546875,101.2763615463206,99.8936156830844,100.63300347285774,7463100
2023-07-10,101.57402801513672,102.08295325126392,100.10486427279564,100.32572235268174,5374600
2023-07-11,103.12003326416016,103.34089138831196,101.42041399097062,101.44921997976435,5454900
2023-07-12,103.4753189086914,104.7524307445794,102.9567891589004,104.21469944525813,8305000
2023-07-13,103.5521240234375,104.79083265967009,103.39848966155348,104.73322068971844,6692300
2023-07-14,103.65776062011719,104.32032764115081,102.92798451183276,103.64816350824684,6933600
2023-07-17,104.38753509521484,104.76202755512558,102.51507279566113,102.99519208539685,6682900
2023-07-18,105.35739135742188,105.95273466287647,104.00345127364959,104.26271982528422,5717200
2023-07-19,105.51102447509766,105.86631542728465,104.26271857543382,104.74283791977525,5027100
2023-07-20,103.25446319580078,105.6454554370442,103.20645565783956,105.21335096519479,6458000
2023-07-21,104.72362518310547,104.94448329681879,103.23525966613494,103.7057745549543,6631600
2023-07-24,104.44515991210938,106.15439094767183,104.19550312548778,106.01995811609409,6787600
2023-07-25,103.99383544921875,104.52196224367263,103.12001487277462,103.9746265760889,7692800
2023-07-26,104.95408630371094,105.23254906245275,103.65775827861637,103.9938476635161,5148900
2023-07-27,103.38890838623047,105.8471246614262,103.12964713732823,105.46302768161055,6544600
2023-07-28,104.30111694335938,104.62759454326681,103.35047547672285,103.81139321745925,5988300
2023-07-31,106.00074005126953,106.44244893474271,104.71402382454839,105.0597103117951,6406000
2023-08-01,105.05010223388672,106.13516919311787,104.8004381515185,105.62624391731885,4566700
2023-08-02,103.2352523803711,104.20508807699656,103.17763308353346,103.97463286776308,6213200
2023-08-03,104.32034301757812,104.75244754870133,102.40946985006165,102.74555196605088,5084300
2023-08-04,104.48356628417969,105.92392427464719,103.93623054084362,104.38754388335644,5621400
2023-08-07,106.08717346191406,106.52888237922024,104.8388602372368,105.50142727621595,4887300
2023-08-08,105.32858276367188,105.52062756854515,103.08162045124807,105.27096346137812,5851900
2023-08-09,105.32858276367188,105.6454559591088,103.99385158949539,105.4246051661085,4328600
2023-08-10,104.69480895996094,107.49870379517958,104.20508524337258,105.92391314383548,7276500
2023-08-11,103.79219818115234,105.17494426167364,103.57134738142682,104.56999651446554,5104300
2023-08-14,103.36009216308594,103.99385321595119,102.81275640199314,103.62895782452945,5305200
