Date,Close,High,Low,Open,Volume,Short,Long,Signal,name,title,H-L,H-PC,L-PC,TR,ATR,candle_move,dollar_candle
2023-01-03 14:30:00+00:00,125.45999908447266,130.89999389648438,125.2300033569336,130.27999877929688,27775505,,,0.0,AAPL_245_250_SMA_cross,AAPL Moving Average Crossover: 245 SMA & 250 SMA,5.669990539550781,,,5.669990539550781,,,
2023-01-03 15:30:00+00:00,125.34500122070312,125.87000274658205,124.7300033569336,125.45999908447266,18104999,,,0.0,,,1.1399993896484517,0.4100036621093892,0.7299957275390625,1.1399993896484517,,-0.11499786376953125,
2023-01-03 16:30:00+00:00,124.66000366210938,125.37000274658205,124.3490982055664,125.3501968383789,11248777,,,0.0,,,1.0209045410156392,0.02500152587892046,0.9959030151367188,1.0209045410156392,,-0.68499755859375,
2023-01-03 17:30:00+00:00,124.64990234375,124.94000244140624,124.19000244140624,124.66000366210938,8860080,,,0.0,,,0.75,0.2799987792968608,0.4700012207031392,0.75,,-0.010101318359375,
2023-01-03 18:30:00+00:00,124.56999969482422,125.0,124.19000244140624,124.6698989868164,8388062,,,0.0,,,0.8099975585937642,0.35009765625,0.4598999023437642,0.8099975585937642,,-0.07990264892578125,
2023-01-03 19:30:00+00:00,124.62000274658205,125.33000183105467,124.16999816894533,124.5780029296875,11718707,,,0.0,,,1.1600036621093466,0.7600021362304545,0.40000152587889204,1.1600036621093466,,0.05000305175782671,
2023-01-03 20:30:00+00:00,125.0500030517578,125.41999816894533,124.625,124.62999725341795,10631332,,,0.0,,,0.7949981689453267,0.7999954223632812,0.004997253417954539,0.7999954223632812,,0.43000030517575283,
2023-01-04 14:30:00+00:00,125.99829864501952,127.55500030517578,125.08000183105467,126.88999938964844,25459455,,,0.0,,,2.474998474121108,2.504997253417983,0.029998779296875,2.504997253417983,,0.9482955932617188,
2023-01-04 15:30:00+00:00,127.37999725341795,127.5,125.33399963378906,125.98999786376952,11053975,,,0.0,,,2.1660003662109375,1.501701354980483,0.6642990112304545,2.1660003662109375,,1.3816986083984375,
2023-01-04 16:30:00+00:00,128.06500244140625,128.65570068359375,127.37999725341795,127.38999938964844,9666212,,,0.0,,,1.2757034301757955,1.2757034301757955,0.0,1.2757034301757955,,0.6850051879882955,
2023-01-04 17:30:00+00:00,127.26010131835938,128.22000122070312,126.93000030517578,128.0749969482422,5544069,,,0.0,,,1.2900009155273438,0.154998779296875,1.1350021362304688,1.2900009155273438,,-0.804901123046875,
2023-01-04 18:30:00+00:00,125.7249984741211,127.87000274658205,125.62000274658205,127.26499938964844,9752574,,,0.0,,,2.25,0.6099014282226705,1.6400985717773295,2.25,,-1.5351028442382812,
2023-01-04 19:30:00+00:00,125.83000183105467,126.8499984741211,125.37999725341795,125.72000122070312,10742232,,,0.0,,,1.4700012207031392,1.125,0.3450012207031392,1.4700012207031392,,0.10500335693357954,
2023-01-04 20:30:00+00:00,126.37999725341795,126.4800033569336,125.27999877929688,125.83989715576172,8384124,,,0.0,,,1.2000045776367188,0.6500015258789205,0.5500030517577983,1.2000045776367188,1.679114205496656,0.5499954223632812,
2023-01-05 14:30:00+00:00,126.7699966430664,127.7699966430664,125.31999969482422,127.12999725341795,21850724,,,0.0,,,2.4499969482421875,1.3899993896484517,1.0599975585937358,2.4499969482421875,1.4491146632603278,0.3899993896484517,
2023-01-05 15:30:00+00:00,126.55989837646484,127.02999877929688,126.16000366210938,126.76000213623048,9990903,,,0.0,,,0.8699951171875,0.26000213623046875,0.6099929809570312,0.8699951171875,1.4298286437988312,-0.2100982666015625,
2023-01-05 16:30:00+00:00,126.5031967163086,127.08000183105467,126.1999969482422,126.5500030517578,7404291,,,0.0,,,0.8800048828124716,0.5201034545898295,0.35990142822264204,0.8800048828124716,1.4197643824986048,-0.05670166015625,
2023-01-05 17:30:00+00:00,126.4800033569336,126.87000274658205,125.80010223388672,126.5,7045330,,,0.0,,,1.0699005126953267,0.3668060302734517,0.703094482421875,1.0699005126953267,1.4426144191196997,-0.023193359375,
2023-01-05 18:30:00+00:00,125.88870239257812,127.04000091552734,125.80999755859376,126.48999786376952,6003993,,,0.0,,,1.2300033569335795,0.55999755859375,0.6700057983398295,1.2300033569335795,1.4726148332868294,-0.5913009643554688,
2023-01-05 19:30:00+00:00,125.16000366210938,126.37999725341795,125.02999877929688,125.88999938964844,10075109,,,0.0,,,1.3499984741210795,0.49129486083982954,0.85870361328125,1.3499984741210795,1.4861858912876673,-0.72869873046875,
2023-01-05 20:30:00+00:00,125.0199966430664,125.3000030517578,124.76000213623048,125.16999816894533,9464321,,,0.0,,,0.5400009155273153,0.1399993896484233,0.40000152587889204,0.5400009155273153,1.4676148550850985,-0.14000701904296875,
2023-01-06 14:30:00+00:00,126.375,127.3499984741211,124.88999938964844,126.01000213623048,21496694,,,0.0,,,2.4599990844726562,2.3300018310546875,0.12999725341796875,2.4599990844726562,1.4644007001604322,1.3550033569335938,
